"codigo";"municipio";"total";"ano"
"260260";"Brejo da Madre de Deus";2;"2010"
"260280";"Buíque";5;"2010"
"260290";"Cabo de Santo Agostinho";15;"2010"
"260300";"Cabrobó";1;"2010"
"260310";"Cachoeirinha";3;"2010"
"260320";"Caetés";1;"2010"
"260345";"Camaragibe";4;"2010"
"260350";"Camocim de São Félix";1;"2010"
"260370";"Canhotinho";1;"2010"
"260380";"Capoeiras";3;"2010"
"260392";"Carnaubeira da Penha";3;"2010"
"260400";"Carpina";2;"2010"
"260410";"Caruaru";147;"2010"
"260420";"Catende";4;"2010"
"260430";"Cedro";1;"2010"
"260450";"Chã Grande";1;"2010"
"260470";"Correntes";1;"2010"
"260510";"Custódia";5;"2010"
"260520";"Escada";4;"2010"
"260530";"Exu";3;"2010"
"260560";"Flores";1;"2010"
"260570";"Floresta";13;"2010"
"260590";"Gameleira";1;"2010"
"260600";"Garanhuns";53;"2010"
"260620";"Goiana";8;"2010"
"260640";"Gravatá";2;"2010"
"260660";"Ibimirim";7;"2010"
"260670";"Ibirajuba";2;"2010"
"260680";"Igarassu";1;"2010"
"260720";"Ipojuca";2;"2010"
"260730";"Ipubi";3;"2010"
"260750";"Itaíba";4;"2010"
"260770";"Itapetim";1;"2010"
"260780";"Itaquitinga";3;"2010"
"260790";"Jaboatão dos Guararapes";112;"2010"
"260805";"Jatobá";1;"2010"
"260810";"João Alfredo";2;"2010"
"260820";"Joaquim Nabuco";1;"2010"
"260825";"Jucati";1;"2010"
"260830";"Jupi";1;"2010"
"260840";"Jurema";2;"2010"
"260875";"Lagoa Grande";3;"2010"
"260880";"Lajedo";1;"2010"
"260890";"Limoeiro";9;"2010"
"260900";"Macaparana";3;"2010"
"260910";"Machados";1;"2010"
"260915";"Manari";4;"2010"
"260930";"Mirandiba";2;"2010"
"260940";"Moreno";3;"2010"
"260950";"Nazaré da Mata";1;"2010"
"260960";"Olinda";15;"2010"
"260970";"Orobó";1;"2010"
"260990";"Ouricuri";45;"2010"
"261000";"Palmares";23;"2010"
"261020";"Panelas";1;"2010"
"261040";"Parnamirim";1;"2010"
"261050";"Passira";1;"2010"
"261060";"Paudalho";4;"2010"
"261070";"Paulista";4;"2010"
"261090";"Pesqueira";6;"2010"
"261100";"Petrolândia";8;"2010"
"261110";"Petrolina";230;"2010"
"261130";"Pombos";1;"2010"
"261160";"Recife";1111;"2010"
"261180";"Ribeirão";1;"2010"
"261190";"Rio Formoso";1;"2010"
"261220";"Salgueiro";41;"2010"
"261230";"Saloá";1;"2010"
"261250";"Santa Cruz do Capibaribe";7;"2010"
"261255";"Santa Filomena";3;"2010"
"261260";"Santa Maria da Boa Vista";1;"2010"
"261270";"Santa Maria do Cambucá";2;"2010"
"261280";"Santa Terezinha";1;"2010"
"261290";"São Benedito do Sul";2;"2010"
"261300";"São Bento do Una";1;"2010"
"261310";"São Caitano";2;"2010"
"261340";"São José da Coroa Grande";2;"2010"
"261350";"São José do Belmonte";2;"2010"
"261360";"São José do Egito";6;"2010"
"261370";"São Lourenço da Mata";3;"2010"
"261390";"Serra Talhada";35;"2010"
"261420";"Sirinhaém";4;"2010"
"261430";"Moreilândia";1;"2010"
"261450";"Surubim";4;"2010"
"261460";"Tabira";3;"2010"
"261480";"Tacaratu";4;"2010"
"261510";"Terezinha";1;"2010"
"261530";"Timbaúba";3;"2010"
"261560";"Trindade";4;"2010"
"261570";"Triunfo";1;"2010"
"261580";"Tupanatinga";3;"2010"
"261590";"Tuparetama";1;"2010"
"261600";"Venturosa";1;"2010"
"261620";"Vertentes";5;"2010"
"261640";"Vitória de Santo Antão";22;"2010"
"261650";"Xexéu";1;"2010"
"270010";"Água Branca";1;"2010"
"270020";"Anadia";2;"2010"
"270030";"Arapiraca";141;"2010"
"270040";"Atalaia";1;"2010"
"270050";"Barra de Santo Antônio";1;"2010"
"270060";"Barra de São Miguel";1;"2010"
"270070";"Batalha";4;"2010"
"270100";"Boca da Mata";2;"2010"
"270130";"Cajueiro";2;"2010"
"270135";"Campestre";1;"2010"
"270160";"Canapi";2;"2010"
"270170";"Capela";1;"2010"
"270210";"Colônia Leopoldina";2;"2010"
"270230";"Coruripe";12;"2010"
"270240";"Delmiro Gouveia";5;"2010"
"270250";"Dois Riachos";2;"2010"
"270260";"Feira Grande";1;"2010"
"270290";"Girau do Ponciano";1;"2010"
"270300";"Ibateguara";2;"2010"
"270310";"Igaci";1;"2010"
"270330";"Inhapi";2;"2010"
"270380";"Joaquim Gomes";1;"2010"
"270400";"Junqueiro";1;"2010"
"270410";"Lagoa da Canoa";1;"2010"
"270420";"Limoeiro de Anadia";1;"2010"
"270430";"Maceió";563;"2010"
"270440";"Major Isidoro";1;"2010"
"270450";"Maragogi";3;"2010"
"270460";"Maravilha";1;"2010"
"270470";"Marechal Deodoro";2;"2010"
"270480";"Maribondo";2;"2010"
"270500";"Mata Grande";1;"2010"
"270520";"Messias";1;"2010"
"270550";"Murici";3;"2010"
"270570";"Olho d'Água das Flores";1;"2010"
"270600";"Olivença";1;"2010"
"270630";"Palmeira dos Índios";41;"2010"
"270640";"Pão de Açúcar";4;"2010"
"270642";"Pariconha";1;"2010"
"270644";"Paripueira";1;"2010"
"270660";"Paulo Jacinto";1;"2010"
"270670";"Penedo";11;"2010"
"270690";"Pilar";2;"2010"
"270700";"Pindoba";1;"2010"
"270720";"Poço das Trincheiras";1;"2010"
"270790";"Santa Luzia do Norte";1;"2010"
"270800";"Santana do Ipanema";8;"2010"
"270810";"Santana do Mundaú";1;"2010"
"270830";"São José da Laje";1;"2010"
"270860";"São Miguel dos Campos";14;"2010"
"270880";"São Sebastião";1;"2010"
"270895";"Senador Rui Palmeira";2;"2010"
"270915";"Teotônio Vilela";5;"2010"
"270920";"Traipu";3;"2010"
"270930";"União dos Palmares";10;"2010"
"270940";"Viçosa";2;"2010"
"280030";"Aracaju";471;"2010"
"280067";"Boquim";3;"2010"
"280070";"Brejo Grande";1;"2010"
"280100";"Campo do Brito";2;"2010"
"280130";"Capela";6;"2010"
"280140";"Carira";1;"2010"
"280160";"Cedro de São João";1;"2010"
"280210";"Estância";11;"2010"
"280280";"Indiaroba";1;"2010"
"280290";"Itabaiana";26;"2010"
"280300";"Itabaianinha";1;"2010"
"280320";"Itaporanga d'Ajuda";2;"2010"
"280340";"Japoatã";1;"2010"
"280350";"Lagarto";6;"2010"
"280360";"Laranjeiras";3;"2010"
"280450";"Nossa Senhora da Glória";12;"2010"
"280470";"Nossa Senhora de Lourdes";1;"2010"
"280480";"Nossa Senhora do Socorro";3;"2010"
"280540";"Poço Redondo";1;"2010"
"280560";"Porto da Folha";1;"2010"
"280570";"Propriá";1;"2010"
"280660";"Santo Amaro das Brotas";1;"2010"
"280670";"São Cristóvão";5;"2010"
"280710";"Simão Dias";1;"2010"
"280750";"Tomar do Geru";1;"2010"
"290020";"Abaré";1;"2010"
"290030";"Acajutiba";2;"2010"
"290050";"Érico Cardoso";1;"2010"
"290070";"Alagoinhas";44;"2010"
"290080";"Alcobaça";1;"2010"
"290100";"Amargosa";9;"2010"
"290110";"Amélia Rodrigues";1;"2010"
"290160";"Antas";12;"2010"
"290200";"Aracatu";2;"2010"
"290210";"Araci";5;"2010"
"290240";"Aurelino Leal";2;"2010"
"290260";"Baixa Grande";3;"2010"
"290265";"Banzaê";1;"2010"
"290270";"Barra";18;"2010"
"290280";"Barra da Estiva";14;"2010"
"290290";"Barra do Choça";9;"2010"
"290300";"Barra do Mendes";1;"2010"
"290320";"Barreiras";97;"2010"
"290323";"Barro Alto";1;"2010"
"290327";"Barrocas";1;"2010"
"290350";"Belo Campo";2;"2010"
"290360";"Biritinga";1;"2010"
"290370";"Boa Nova";1;"2010"
"290390";"Bom Jesus da Lapa";22;"2010"
"290395";"Bom Jesus da Serra";3;"2010"
"290400";"Boninal";2;"2010"
"290405";"Bonito";2;"2010"
"290410";"Boquira";3;"2010"
"290460";"Brumado";21;"2010"
"290490";"Cachoeira";2;"2010"
"290500";"Caculé";1;"2010"
"290510";"Caém";1;"2010"
"290520";"Caetité";8;"2010"
"290530";"Cafarnaum";1;"2010"
"290560";"Camacan";4;"2010"
"290570";"Camaçari";53;"2010"
"290590";"Campo Alegre de Lourdes";3;"2010"
"290600";"Campo Formoso";13;"2010"
"290610";"Canápolis";2;"2010"
"290650";"Candeias";7;"2010"
"290660";"Candiba";1;"2010"
"290670";"Cândido Sales";5;"2010"
"290680";"Cansanção";2;"2010"
"290682";"Canudos";1;"2010"
"290687";"Capim Grosso";7;"2010"
"290690";"Caravelas";1;"2010"
"290710";"Carinhanha";3;"2010"
"290720";"Casa Nova";1;"2010"
"290730";"Castro Alves";4;"2010"
"290750";"Catu";4;"2010"
"290760";"Central";2;"2010"
"290770";"Chorrochó";1;"2010"
"290780";"Cícero Dantas";4;"2010"
"290820";"Conceição da Feira";3;"2010"
"290830";"Conceição do Almeida";1;"2010"
"290840";"Conceição do Coité";4;"2010"
"290850";"Conceição do Jacuípe";3;"2010"
"290870";"Condeúba";3;"2010"
"290930";"Correntina";6;"2010"
"290960";"Crisópolis";2;"2010"
"290970";"Cristópolis";1;"2010"
"290980";"Cruz das Almas";14;"2010"
"290990";"Curaçá";2;"2010"
"291005";"Dias d'Ávila";10;"2010"
"291040";"Encruzilhada";4;"2010"
"291050";"Entre Rios";3;"2010"
"291060";"Esplanada";10;"2010"
"291070";"Euclides da Cunha";3;"2010"
"291072";"Eunápolis";31;"2010"
"291080";"Feira de Santana";293;"2010"
"291110";"Formosa do Rio Preto";3;"2010"
"291120";"Gandu";4;"2010"
"291130";"Gentio do Ouro";1;"2010"
"291170";"Guanambi";49;"2010"
"291180";"Guaratinga";5;"2010"
"291190";"Iaçu";7;"2010"
"291200";"Ibiassucê";4;"2010"
"291220";"Ibicoara";2;"2010"
"291240";"Ibipeba";1;"2010"
"291250";"Ibipitanga";1;"2010"
"291270";"Ibirapitanga";1;"2010"
"291290";"Ibirataia";6;"2010"
"291300";"Ibitiara";2;"2010"
"291320";"Ibotirama";17;"2010"
"291340";"Igaporã";2;"2010"
"291350";"Iguaí";6;"2010"
"291360";"Ilhéus";65;"2010"
"291370";"Inhambupe";4;"2010"
"291390";"Ipiaú";6;"2010"
"291400";"Ipirá";6;"2010"
"291410";"Ipupiara";1;"2010"
"291440";"Iraquara";12;"2010"
"291450";"Irará";2;"2010"
"291460";"Irecê";105;"2010"
"291465";"Itabela";3;"2010"
"291470";"Itaberaba";19;"2010"
"291480";"Itabuna";276;"2010"
"291500";"Itaeté";1;"2010"
"291510";"Itagi";3;"2010"
"291550";"Itajuípe";2;"2010"
"291560";"Itamaraju";15;"2010"
"291570";"Itamari";1;"2010"
"291580";"Itambé";11;"2010"
"291600";"Itanhém";1;"2010"
"291610";"Itaparica";13;"2010"
"291640";"Itapetinga";19;"2010"
"291650";"Itapicuru";3;"2010"
"291660";"Itapitanga";1;"2010"
"291670";"Itaquara";1;"2010"
"291690";"Itiruçu";1;"2010"
"291700";"Itiúba";1;"2010"
"291710";"Itororó";3;"2010"
"291720";"Ituaçu";1;"2010"
"291730";"Ituberá";6;"2010"
"291733";"Iuiú";1;"2010"
"291735";"Jaborandi";2;"2010"
"291750";"Jacobina";47;"2010"
"291760";"Jaguaquara";14;"2010"
"291800";"Jequié";64;"2010"
"291840";"Juazeiro";58;"2010"
"291855";"Jussari";2;"2010"
"291880";"Laje";1;"2010"
"291890";"Lajedão";1;"2010"
"291915";"Lapão";2;"2010"
"291920";"Lauro de Freitas";29;"2010"
"291930";"Lençóis";2;"2010"
"291950";"Livramento de Nossa Senhora";10;"2010"
"291955";"Luís Eduardo Magalhães";7;"2010"
"291960";"Macajuba";2;"2010"
"291970";"Macarani";6;"2010"
"291980";"Macaúbas";11;"2010"
"291990";"Macururé";2;"2010"
"291992";"Madre de Deus";5;"2010"
"292010";"Mairi";2;"2010"
"292020";"Malhada";1;"2010"
"292050";"Maracás";3;"2010"
"292060";"Maragogipe";2;"2010"
"292080";"Marcionílio Souza";2;"2010"
"292100";"Mata de São João";11;"2010"
"292120";"Miguel Calmon";4;"2010"
"292130";"Milagres";4;"2010"
"292150";"Monte Santo";11;"2010"
"292170";"Morro do Chapéu";8;"2010"
"292180";"Mortugaba";1;"2010"
"292190";"Mucugê";6;"2010"
"292200";"Mucuri";5;"2010"
"292205";"Mulungu do Morro";3;"2010"
"292210";"Mundo Novo";1;"2010"
"292240";"Mutuípe";1;"2010"
"292250";"Nazaré";5;"2010"
"292260";"Nilo Peçanha";2;"2010"
"292290";"Nova Soure";1;"2010"
"292300";"Nova Viçosa";6;"2010"
"292310";"Olindina";1;"2010"
"292340";"Palmas de Monte Alto";5;"2010"
"292360";"Paramirim";11;"2010"
"292370";"Paratinga";6;"2010"
"292390";"Pau Brasil";2;"2010"
"292400";"Paulo Afonso";74;"2010"
"292405";"Pé de Serra";2;"2010"
"292420";"Pedro Alexandre";1;"2010"
"292430";"Piatã";5;"2010"
"292450";"Pindaí";3;"2010"
"292480";"Piritiba";2;"2010"
"292490";"Planaltino";1;"2010"
"292500";"Planalto";1;"2010"
"292510";"Poções";2;"2010"
"292520";"Pojuca";13;"2010"
"292530";"Porto Seguro";52;"2010"
"292540";"Potiraguá";1;"2010"
"292575";"Presidente Tancredo Neves";1;"2010"
"292580";"Queimadas";1;"2010"
"292590";"Quijingue";1;"2010"
"292593";"Quixabeira";1;"2010"
"292595";"Rafael Jambeiro";2;"2010"
"292600";"Remanso";14;"2010"
"292620";"Riachão das Neves";1;"2010"
"292630";"Riachão do Jacuípe";8;"2010"
"292640";"Riacho de Santana";1;"2010"
"292660";"Ribeira do Pombal";22;"2010"
"292665";"Ribeirão do Largo";1;"2010"
"292670";"Rio de Contas";1;"2010"
"292700";"Rio Real";5;"2010"
"292720";"Ruy Barbosa";12;"2010"
"292730";"Salinas da Margarida";2;"2010"
"292740";"Salvador";1030;"2010"
"292750";"Santa Bárbara";3;"2010"
"292780";"Santa Cruz da Vitória";1;"2010"
"292790";"Santa Inês";1;"2010"
"292800";"Santaluz";5;"2010"
"292805";"Santa Luzia";2;"2010"
"292810";"Santa Maria da Vitória";3;"2010"
"292820";"Santana";3;"2010"
"292840";"Santa Rita de Cássia";2;"2010"
"292850";"Santa Teresinha";1;"2010"
"292860";"Santo Amaro";7;"2010"
"292870";"Santo Antônio de Jesus";44;"2010"
"292880";"Santo Estêvão";1;"2010"
"292890";"São Desidério";4;"2010"
"292900";"São Félix";8;"2010"
"292905";"São Félix do Coribe";1;"2010"
"292920";"São Francisco do Conde";8;"2010"
"292925";"São Gabriel";1;"2010"
"292930";"São Gonçalo dos Campos";2;"2010"
"292935";"São José da Vitória";2;"2010"
"292937";"São José do Jacuípe";2;"2010"
"292940";"São Miguel das Matas";1;"2010"
"292950";"São Sebastião do Passé";4;"2010"
"292960";"Sapeaçu";4;"2010"
"292970";"Sátiro Dias";3;"2010"
"292975";"Saubara";1;"2010"
"292980";"Saúde";2;"2010"
"292990";"Seabra";9;"2010"
"293010";"Senhor do Bonfim";29;"2010"
"293015";"Serra do Ramalho";1;"2010"
"293020";"Sento Sé";2;"2010"
"293030";"Serra Dourada";1;"2010"
"293040";"Serra Preta";1;"2010"
"293050";"Serrinha";12;"2010"
"293060";"Serrolândia";1;"2010"
"293070";"Simões Filho";12;"2010"
"293075";"Sítio do Mato";3;"2010"
"293080";"Souto Soares";4;"2010"
"293090";"Tabocas do Brejo Velho";1;"2010"
"293100";"Tanhaçu";1;"2010"
"293105";"Tanque Novo";1;"2010"
"293120";"Taperoá";3;"2010"
"293130";"Tapiramutá";2;"2010"
"293135";"Teixeira de Freitas";63;"2010"
"293150";"Teofilândia";1;"2010"
"293160";"Teolândia";2;"2010"
"293170";"Terra Nova";1;"2010"
"293180";"Tremedal";2;"2010"
"293190";"Tucano";4;"2010"
"293210";"Ubaíra";4;"2010"
"293240";"Uibaí";1;"2010"
"293245";"Umburanas";3;"2010"
"293250";"Una";2;"2010"
"293280";"Utinga";1;"2010"
"293290";"Valença";46;"2010"
"293300";"Valente";1;"2010"
"293310";"Várzea do Poço";3;"2010"
"293315";"Várzea Nova";2;"2010"
"293320";"Vera Cruz";2;"2010"
"293330";"Vitória da Conquista";197;"2010"
"293345";"Wanderley";1;"2010"
"293360";"Xique-Xique";4;"2010"
"310020";"Abaeté";3;"2010"
"310030";"Abre Campo";7;"2010"
"310090";"Águas Formosas";4;"2010"
"310110";"Aimorés";5;"2010"
"310120";"Aiuruoca";4;"2010"
"310150";"Além Paraíba";12;"2010"
"310160";"Alfenas";31;"2010"
"310170";"Almenara";14;"2010"
"310190";"Alpinópolis";2;"2010"
"310220";"Alvarenga";1;"2010"
"310230";"Alvinópolis";1;"2010"
"310260";"Andradas";1;"2010"
"310270";"Cachoeira de Pajeú";1;"2010"
"310340";"Araçuaí";5;"2010"
"310350";"Araguari";22;"2010"
"310400";"Araxá";4;"2010"
"310420";"Arcos";2;"2010"
"310430";"Areado";1;"2010"
"310450";"Arinos";1;"2010"
"310460";"Astolfo Dutra";1;"2010"
"310470";"Ataléia";2;"2010"
"310510";"Bambuí";4;"2010"
"310540";"Barão de Cocais";3;"2010"
"310560";"Barbacena";66;"2010"
"310620";"Belo Horizonte";712;"2010"
"310630";"Belo Oriente";2;"2010"
"310640";"Belo Vale";1;"2010"
"310670";"Betim";66;"2010"
"310680";"Bias Fortes";1;"2010"
"310710";"Boa Esperança";5;"2010"
"310730";"Bocaiúva";8;"2010"
"310740";"Bom Despacho";6;"2010"
"310825";"Bonito de Minas";1;"2010"
"310830";"Borda da Mata";1;"2010"
"310850";"Botumirim";1;"2010"
"310860";"Brasília de Minas";10;"2010"
"310870";"Brás Pires";1;"2010"
"310900";"Brumadinho";1;"2010"
"310920";"Buenópolis";1;"2010"
"310930";"Buritis";3;"2010"
"310940";"Buritizeiro";7;"2010"
"310950";"Cabo Verde";1;"2010"
"311000";"Caeté";3;"2010"
"311050";"Camanducaia";2;"2010"
"311060";"Cambuí";2;"2010"
"311070";"Cambuquira";3;"2010"
"311100";"Campestre";3;"2010"
"311110";"Campina Verde";1;"2010"
"311120";"Campo Belo";6;"2010"
"311130";"Campo do Meio";2;"2010"
"311150";"Campos Altos";3;"2010"
"311230";"Capelinha";11;"2010"
"311260";"Capinópolis";2;"2010"
"311300";"Caraí";3;"2010"
"311320";"Carandaí";2;"2010"
"311330";"Carangola";16;"2010"
"311340";"Caratinga";36;"2010"
"311350";"Carbonita";1;"2010"
"311370";"Carlos Chagas";3;"2010"
"311390";"Carmo da Cachoeira";3;"2010"
"311460";"Carrancas";1;"2010"
"311530";"Cataguases";3;"2010"
"311550";"Caxambu";1;"2010"
"311660";"Cláudio";3;"2010"
"311670";"Coimbra";1;"2010"
"311680";"Coluna";2;"2010"
"311730";"Conceição das Alagoas";2;"2010"
"311800";"Congonhas";1;"2010"
"311830";"Conselheiro Lafaiete";14;"2010"
"311840";"Conselheiro Pena";1;"2010"
"311860";"Contagem";45;"2010"
"311880";"Coração de Jesus";3;"2010"
"311930";"Coromandel";1;"2010"
"311940";"Coronel Fabriciano";5;"2010"
"312080";"Cruzília";2;"2010"
"312087";"Curral de Dentro";1;"2010"
"312090";"Curvelo";20;"2010"
"312160";"Diamantina";14;"2010"
"312200";"Divino";3;"2010"
"312220";"Divinolândia de Minas";1;"2010"
"312230";"Divinópolis";41;"2010"
"312270";"Dom Silvério";1;"2010"
"312300";"Dores de Campos";1;"2010"
"312320";"Dores do Indaiá";4;"2010"
"312360";"Elói Mendes";2;"2010"
"312390";"Entre Rios de Minas";3;"2010"
"312400";"Ervália";1;"2010"
"312410";"Esmeraldas";1;"2010"
"312420";"Espera Feliz";2;"2010"
"312430";"Espinosa";3;"2010"
"312470";"Estrela do Indaiá";1;"2010"
"312480";"Estrela do Sul";1;"2010"
"312510";"Extrema";3;"2010"
"312540";"Felício dos Santos";1;"2010"
"312560";"Felisburgo";2;"2010"
"312595";"Fervedouro";1;"2010"
"312610";"Formiga";2;"2010"
"312660";"Francisco Dumont";1;"2010"
"312670";"Francisco Sá";1;"2010"
"312690";"Frei Inocêncio";3;"2010"
"312700";"Fronteira";1;"2010"
"312710";"Frutal";4;"2010"
"312770";"Governador Valadares";77;"2010"
"312780";"Grão Mogol";1;"2010"
"312800";"Guanhães";10;"2010"
"312820";"Guaraciaba";1;"2010"
"312830";"Guaranésia";3;"2010"
"312860";"Guarda-Mor";2;"2010"
"312870";"Guaxupé";2;"2010"
"312950";"Ibiá";2;"2010"
"312980";"Ibirité";14;"2010"
"313000";"Ibituruna";1;"2010"
"313005";"Icaraí de Minas";1;"2010"
"313010";"Igarapé";1;"2010"
"313120";"Ipanema";5;"2010"
"313130";"Ipatinga";88;"2010"
"313160";"Iraí de Minas";1;"2010"
"313170";"Itabira";21;"2010"
"313190";"Itabirito";8;"2010"
"313210";"Itacarambi";3;"2010"
"313220";"Itaguara";2;"2010"
"313230";"Itaipé";1;"2010"
"313240";"Itajubá";25;"2010"
"313250";"Itamarandiba";4;"2010"
"313270";"Itambacuri";6;"2010"
"313300";"Itamonte";1;"2010"
"313310";"Itanhandu";1;"2010"
"313330";"Itaobim";5;"2010"
"313350";"Itapecerica";1;"2010"
"313380";"Itaúna";13;"2010"
"313420";"Ituiutaba";6;"2010"
"313440";"Iturama";3;"2010"
"313470";"Jacinto";3;"2010"
"313490";"Jacutinga";2;"2010"
"313505";"Jaíba";1;"2010"
"313510";"Janaúba";28;"2010"
"313520";"Januária";15;"2010"
"313550";"Jequeri";2;"2010"
"313600";"Joaíma";1;"2010"
"313620";"João Monlevade";15;"2010"
"313630";"João Pinheiro";4;"2010"
"313650";"Jordânia";1;"2010"
"313660";"Nova União";1;"2010"
"313665";"Juatuba";1;"2010"
"313670";"Juiz de Fora";157;"2010"
"313720";"Lagoa da Prata";5;"2010"
"313760";"Lagoa Santa";2;"2010"
"313770";"Lajinha";5;"2010"
"313820";"Lavras";17;"2010"
"313840";"Leopoldina";7;"2010"
"313860";"Lima Duarte";1;"2010"
"313862";"Limeira do Oeste";2;"2010"
"313880";"Luz";6;"2010"
"313890";"Machacalis";7;"2010"
"313900";"Machado";6;"2010"
"313920";"Malacacheta";5;"2010"
"313930";"Manga";6;"2010"
"313940";"Manhuaçu";23;"2010"
"313950";"Manhumirim";5;"2010"
"313960";"Mantena";5;"2010"
"313970";"Maravilhas";1;"2010"
"313980";"Mar de Espanha";3;"2010"
"314000";"Mariana";7;"2010"
"314015";"Mário Campos";1;"2010"
"314060";"Materlândia";1;"2010"
"314070";"Mateus Leme";2;"2010"
"314090";"Matipó";2;"2010"
"314110";"Matozinhos";1;"2010"
"314150";"Mendes Pimentel";1;"2010"
"314160";"Mercês";1;"2010"
"314180";"Minas Novas";8;"2010"
"314200";"Mirabela";2;"2010"
"314220";"Miraí";1;"2010"
"314240";"Moema";2;"2010"
"314270";"Montalvânia";5;"2010"
"314290";"Monte Azul";4;"2010"
"314300";"Monte Belo";1;"2010"
"314310";"Monte Carmelo";5;"2010"
"314330";"Montes Claros";125;"2010"
"314390";"Muriaé";22;"2010"
"314400";"Mutum";2;"2010"
"314430";"Nanuque";4;"2010"
"314440";"Natércia";1;"2010"
"314470";"Nova Era";1;"2010"
"314480";"Nova Lima";90;"2010"
"314520";"Nova Serrana";13;"2010"
"314530";"Novo Cruzeiro";5;"2010"
"314560";"Oliveira";4;"2010"
"314590";"Ouro Branco";2;"2010"
"314600";"Ouro Fino";1;"2010"
"314610";"Ouro Preto";5;"2010"
"314630";"Padre Paraíso";2;"2010"
"314650";"Pains";1;"2010"
"314655";"Pai Pedro";1;"2010"
"314700";"Paracatu";6;"2010"
"314710";"Pará de Minas";7;"2010"
"314720";"Paraguaçu";1;"2010"
"314730";"Paraisópolis";2;"2010"
"314740";"Paraopeba";1;"2010"
"314760";"Passa Quatro";2;"2010"
"314790";"Passos";32;"2010"
"314800";"Patos de Minas";59;"2010"
"314810";"Patrocínio";3;"2010"
"314830";"Paula Cândido";1;"2010"
"314860";"Peçanha";5;"2010"
"314870";"Pedra Azul";10;"2010"
"314880";"Pedra do Anta";1;"2010"
"314910";"Pedralva";2;"2010"
"314920";"Pedrinópolis";1;"2010"
"314930";"Pedro Leopoldo";7;"2010"
"315040";"Piedade dos Gerais";1;"2010"
"315080";"Piranga";2;"2010"
"315110";"Pirapetinga";1;"2010"
"315120";"Pirapora";16;"2010"
"315140";"Pitangui";6;"2010"
"315150";"Piumhi";3;"2010"
"315180";"Poços de Caldas";26;"2010"
"315190";"Pocrane";1;"2010"
"315200";"Pompéu";1;"2010"
"315210";"Ponte Nova";9;"2010"
"315220";"Porteirinha";4;"2010"
"315250";"Pouso Alegre";55;"2010"
"315280";"Prata";2;"2010"
"315360";"Prudente de Morais";2;"2010"
"315390";"Raposos";1;"2010"
"315430";"Resplendor";2;"2010"
"315450";"Riacho dos Machados";2;"2010"
"315460";"Ribeirão das Neves";16;"2010"
"315490";"Rio Casca";3;"2010"
"315540";"Rio Novo";1;"2010"
"315550";"Rio Paranaíba";3;"2010"
"315560";"Rio Pardo de Minas";3;"2010"
"315570";"Rio Piracicaba";1;"2010"
"315600";"Rio Vermelho";4;"2010"
"315660";"Rubim";3;"2010"
"315670";"Sabará";4;"2010"
"315680";"Sabinópolis";3;"2010"
"315700";"Salinas";11;"2010"
"315720";"Santa Bárbara";2;"2010"
"315750";"Santa Efigênia de Minas";1;"2010"
"315780";"Santa Luzia";7;"2010"
"315790";"Santa Margarida";1;"2010"
"315820";"Santa Maria do Suaçuí";1;"2010"
"315960";"Santa Rita do Sapucaí";2;"2010"
"315980";"Santa Vitória";1;"2010"
"316040";"Santo Antônio do Monte";1;"2010"
"316070";"Santos Dumont";8;"2010"
"316100";"São Domingos do Prata";1;"2010"
"316105";"São Félix de Minas";1;"2010"
"316110";"São Francisco";12;"2010"
"316200";"São Gonçalo do Sapucaí";3;"2010"
"316210";"São Gotardo";1;"2010"
"316240";"São João da Ponte";2;"2010"
"316245";"São João das Missões";1;"2010"
"316250";"São João del Rei";30;"2010"
"316270";"São João do Paraíso";1;"2010"
"316280";"São João Evangelista";2;"2010"
"316290";"São João Nepomuceno";8;"2010"
"316370";"São Lourenço";12;"2010"
"316420";"São Romão";1;"2010"
"316470";"São Sebastião do Paraíso";27;"2010"
"316530";"São Vicente de Minas";1;"2010"
"316550";"Sardoá";2;"2010"
"316650";"Serra Azul de Minas";1;"2010"
"316680";"Serra do Salitre";1;"2010"
"316710";"Serro";2;"2010"
"316720";"Sete Lagoas";52;"2010"
"316800";"Taiobeiras";9;"2010"
"316860";"Teófilo Otoni";107;"2010"
"316870";"Timóteo";7;"2010"
"316880";"Tiradentes";1;"2010"
"316920";"Tombos";1;"2010"
"316930";"Três Corações";18;"2010"
"316935";"Três Marias";3;"2010"
"316940";"Três Pontas";6;"2010"
"316960";"Tupaciguara";1;"2010"
"316970";"Turmalina";10;"2010"
"316990";"Ubá";41;"2010"
"317000";"Ubaí";1;"2010"
"317010";"Uberaba";66;"2010"
"317020";"Uberlândia";129;"2010"
"317040";"Unaí";6;"2010"
"317052";"Urucuia";4;"2010"
"317070";"Varginha";11;"2010"
"317075";"Varjão de Minas";1;"2010"
"317080";"Várzea da Palma";8;"2010"
"317090";"Varzelândia";2;"2010"
"317100";"Vazante";1;"2010"
"317103";"Verdelândia";1;"2010"
"317120";"Vespasiano";3;"2010"
"317130";"Viçosa";32;"2010"
"317160";"Virgem da Lapa";1;"2010"
"317180";"Virginópolis";6;"2010"
"317200";"Visconde do Rio Branco";5;"2010"
"320010";"Afonso Cláudio";3;"2010"
"320020";"Alegre";2;"2010"
"320040";"Anchieta";3;"2010"
"320060";"Aracruz";5;"2010"
"320080";"Baixo Guandu";5;"2010"
